slice,combo_kind,combo_size,combo,n,mean_surplus,median_surplus,bust_or_major_underperform_rate,underperform_rate,positive_surplus_rate,big_overperform_rate,mean_surplus_delta_vs_baseline,bust_rate_delta_vs_baseline,big_overperform_rate_delta_vs_baseline,example_players
xRAPM historical top30,positive,3,shooting + upside_tools + risk_uncertainty,12,0.2761986051713468,-0.016587301587301498,0.08333333333333333,0.5833333333333334,0.4166666666666667,0.3333333333333333,0.19576797737586127,-0.23756218905472637,0.002487562189054715,Montrezl Harrell | Ja Morant | Cody Zeller | Otto Porter Jr. | Obi Toppin
xRAPM historical top30,positive,3,defense + motor_competitiveness + risk_uncertainty,14,0.2758956738178599,0.13621031746031745,0.14285714285714285,0.5,0.5,0.35714285714285715,0.19546504602237436,-0.17803837953091683,0.02629708599857855,Klay Thompson | Montrezl Harrell | Ja Morant | Cody Zeller | Otto Porter Jr.
xRAPM historical top30,positive,3,shooting + motor_competitiveness + risk_uncertainty,14,0.27005005779367236,-0.016587301587301498,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.18961942999818682,-0.17803837953091683,0.02629708599857855,Klay Thompson | Montrezl Harrell | Ja Morant | Cody Zeller | Otto Porter Jr.
xRAPM historical mature,positive,2,athleticism_tools + risk_uncertainty,22,0.26891326871213844,-0.016587301587301498,0.22727272727272727,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.18140548949446214,-0.11411213585126631,0.03996486605182259,Bruce Brown | Klay Thompson | OG Anunoby | Montrezl Harrell | Cory Jefferson
xRAPM historical mature,positive,3,finishing_touch + athleticism_tools + risk_uncertainty,11,0.26466164360430633,0.2766269841269841,0.2727272727272727,0.45454545454545453,0.5454545454545454,0.36363636363636365,0.17715386438663003,-0.06865759039672087,0.03996486605182259,Montrezl Harrell | Cory Jefferson | Ja Morant | Cody Zeller | Ante Zizic
xRAPM historical mature,positive,3,finishing_touch + defense + risk_uncertainty,11,0.26466164360430633,0.2766269841269841,0.2727272727272727,0.45454545454545453,0.5454545454545454,0.36363636363636365,0.17715386438663003,-0.06865759039672087,0.03996486605182259,Montrezl Harrell | Cory Jefferson | Ja Morant | Cody Zeller | Ante Zizic
xRAPM historical mature,positive,3,finishing_touch + motor_competitiveness + risk_uncertainty,11,0.26466164360430633,0.2766269841269841,0.2727272727272727,0.45454545454545453,0.5454545454545454,0.36363636363636365,0.17715386438663003,-0.06865759039672087,0.03996486605182259,Montrezl Harrell | Cory Jefferson | Ja Morant | Cody Zeller | Ante Zizic
xRAPM historical mature,positive,3,finishing_touch + size_frame + risk_uncertainty,11,0.26466164360430633,0.2766269841269841,0.2727272727272727,0.45454545454545453,0.5454545454545454,0.36363636363636365,0.17715386438663003,-0.06865759039672087,0.03996486605182259,Montrezl Harrell | Cory Jefferson | Ja Morant | Cody Zeller | Ante Zizic
xRAPM historical mature,positive,3,finishing_touch + production_stats + risk_uncertainty,11,0.26466164360430633,0.2766269841269841,0.2727272727272727,0.45454545454545453,0.5454545454545454,0.36363636363636365,0.17715386438663003,-0.06865759039672087,0.03996486605182259,Montrezl Harrell | Cory Jefferson | Ja Morant | Cody Zeller | Ante Zizic
xRAPM historical top15,positive,3,defense + production_stats + intel_consensus,13,0.2518289545814663,-0.2336021505376344,0.23076923076923078,0.6153846153846154,0.38461538461538464,0.38461538461538464,0.1370768467744643,-0.06652806652806653,0.033264033264033266,Donovan Mitchell | Kyle Anderson | CJ McCollum | Rodney Hood | Gary Harris
xRAPM historical mature,positive,3,feel_iq_passing + production_stats + intel_consensus,22,0.24439574152107693,-0.2036021505376343,0.22727272727272727,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.15688796230340063,-0.11411213585126631,0.03996486605182259,Kyle Anderson | Donte DiVincenzo | CJ McCollum | Cameron Johnson | Rodney Hood
xRAPM historical top15,positive,3,feel_iq_passing + athleticism_tools + defense,130,0.24102330795070476,0.20011904761904759,0.24615384615384617,0.4307692307692308,0.5692307692307692,0.38461538461538464,0.12627120014370274,-0.051143451143451146,0.033264033264033266,Kawhi Leonard | Stephen Curry | Franz Wagner | Paul George | Joel Embiid
xRAPM historical mature,positive,3,feel_iq_passing + creation_handle + defense,182,0.23763036307023155,0.2462103174603176,0.3021978021978022,0.44505494505494503,0.554945054945055,0.4010989010989011,0.15012258385255525,-0.0391870609261914,0.07742740351436006,Kawhi Leonard | Stephen Curry | Immanuel Quickley | Mitchell Robinson | Joel Embiid
xRAPM historical mature,positive,3,feel_iq_passing + defense + production_stats,298,0.23519468352607403,0.15466931216931207,0.2785234899328859,0.4697986577181208,0.5302013422818792,0.37583892617449666,0.14768690430839773,-0.06286137319110768,0.0521674285899556,Herbert Jones | Stephen Curry | Franz Wagner | Immanuel Quickley | Paul George
